,CEP,latitude,longitude,valor_total,contagem,bairro_dominante
9034,40715416,-12.8826102,-38.4690286,205.45,1,RIO SENA
9035,41285060,-12.9777334,-38.501648,360.8,1,MAL RONDON
9036,41338620,-12.9777334,-38.501648,1781.12,2,CAJAZEIRAS
9037,41185455,-12.9495631,-38.4687282,34.26,1,S GONCALO
9038,40391126,-12.9299603,-38.4708525,185.19,1,S CAETANO
9039,41100137,-12.9731914,-38.4640453,950.98,2,PERNAMBUES
9040,40393640,-12.9777334,-38.501648,3230.14,3,CAPELINHA
9041,40221220,-12.9777334,-38.501648,663.5899999999999,2,ENGENHO VELHO DA FEDERACAO
9042,40323085,-12.9557437,-38.4934613,657.84,2,CAIXA D AGUA
9043,40245270,-12.9777334,-38.501648,931.68,1,ENGENHO VELHO DE BROTAS
9044,40315480,-12.9777334,-38.501648,145.66000000000003,2,PAU MIUDO
9045,41195778,-12.9457877,-38.4566507,92.5,1,BARREIRAS
9046,40717288,-12.8913733,-38.4810473,232.02,2,PLATAFORMA
9047,41321760,-12.9777334,-38.501648,185.28000000000003,2,CASTELO BRANCO
9048,40355460,-12.9777334,-38.501648,174.98,2,FAZ GRANDE DO RETIRO
9049,40300410,-12.9637099,-38.4933692,7131.67,5,BX DE QUINTAS
9050,41185570,-12.9777334,-38.501648,2715.84,1,S GONCALO
9051,41220690,-12.934856,-38.4614162,226.74,1,MATA ESCURA
9052,41270412,-12.9206043,-38.4707819,1167.71,1,CAMPINAS DE PIRAJA
9053,40254370,-12.9777334,-38.501648,80.13,1,COSME DE FARIAS
9054,41330505,-12.9050553,-38.4129519,61.33,1,CAJAZEIRAS
9055,41349485,-12.9009193,-38.3843042,71.77,1,BOCA DA MATA
9056,40720570,-12.9777334,-38.501648,1670.29,2,PERIPERI
9057,41740650,-12.9777334,-38.501648,6819.42,2,PITUACU
9058,41820510,-12.9879508,-38.4561082,545.98,1,CAM DAS ARVORES
9059,41630516,-12.931436,-38.36452209999999,1167.71,1,ITAPUA
9060,40430720,-12.9777334,-38.501648,2520.52,1,VL RUY BARBOSA
9061,40415015,-12.9231465,-38.5056709,32141.88,5,BONFIM
9062,41615237,-12.9406186,-38.372705,976.74,1,AT DO COQUEIRINHO
9063,40349375,-12.9382569,-38.4874685,547.2,2,AT DO PERU
9064,40385222,-12.9222539,-38.4766964,163.58,1,BOA VISTA DE SAO CAETANO
9065,40320005,-12.9596665,-38.4931229,565.88,1,CAIXA D AGUA
9066,40150110,-12.9962633,-38.5243359,885.6,1,GRACA
9067,40050201,-12.9777334,-38.501648,9697.36,1,TORORO
9068,41680340,-12.9777334,-38.501648,4580.78,1,PATAMARES
9069,40730126,-12.8457879,-38.4706176,73.38,1,FAZ COUTOS
9070,40421010,-12.9214449,-38.4993638,39.0,1,RIBEIRA
9071,40350220,-12.9777334,-38.501648,1019.9,2,FAZ GRANDE DO RETIRO
9072,40730107,-12.8470355,-38.4706998,15.53,1,FAZ COUTOS
9073,40283600,-12.9777334,-38.501648,2686.9399999999996,3,DANIEL LISBOA
9074,40313780,-12.9777334,-38.501648,754.28,1,CIDADE NOVA
9075,40100650,-12.9777334,-38.501648,1047.06,2,GARCIA
9076,41195815,-12.946433,-38.4555004,966.29,1,BARREIRAS
9077,40725050,-12.9777334,-38.501648,273.01,2,PR GRANDE
9078,41620840,-12.9777334,-38.501648,815.64,1,ITAPUA
9079,40210300,-12.9777334,-38.501648,12414.76,2,FEDERACAO
9080,41253229,-12.9375057,-38.4264705,292.73,1,S MARCOS
9081,41388350,-12.9777334,-38.501648,71.08,1,NOVO MAROTINHO
9082,40290730,-12.9777334,-38.501648,14969.95,3,ACUPE DE BROTAS
9083,41770445,-12.9855335,-38.4436386,588.11,1,STIEP
9084,41320255,-12.9058446,-38.4405465,400.01,2,CASTELO BRANCO
9085,40365030,-12.9777334,-38.501648,579.58,2,CURUZU
9086,41322320,-12.9777334,-38.501648,56.17,1,CASTELO BRANCO
9087,41490161,-12.9777334,-38.501648,924.85,1,MUSSURUNGA I
9088,41730130,-12.9777334,-38.501648,367.33,1,PARALELA
9089,41505270,-12.9777334,-38.501648,4141.58,2,CASSANGE
9090,40415265,-12.9225414,-38.5067357,1489.77,2,BONFIM
9091,40251820,-12.9777334,-38.501648,9823.63,1,COSME DE FARIAS
9092,41620465,-12.9550936,-38.3576023,1167.71,1,ITAPUA
9093,41950728,-13.0084567,-38.4992817,905.0500000000001,2,RIO VERMELHO
9094,40302005,-12.9669737,-38.4976583,208.35,1,MACAUBAS
9095,41500125,-12.9195119,-38.3489171,346.0,3,S CRISTOVAO
9096,41925720,-12.9777334,-38.501648,2053.06,1,STA CRUZ
9097,41308396,-12.8672309,-38.421556,913.15,1,PALESTINA
9098,40335835,-12.9777334,-38.501648,156.37,1,PERO VAZ
9099,40330505,-12.9557596,-38.4788321,140.68,1,IAPI
9100,40155790,-13.0014655,-38.5169176,3190.41,1,JD APIPEMA
9101,40725068,-12.8761344,-38.4784674,35.4,1,PR GRANDE
9102,40390385,-12.930902,-38.4769429,112.24000000000001,2,S CAETANO
9103,40055090,-12.9713798,-38.4998155,6993.79,2,NAZARE
9104,40250450,-12.9777334,-38.501648,1727.62,2,COSME DE FARIAS
9105,41611590,-12.9777334,-38.501648,161.6,1,NOVA BRASILIA DE ITAPUA
9106,41515008,-12.9260613,-38.3758486,4079.11,1,BAIRRO DA PAZ
9107,41250125,-12.9275608,-38.4356266,293.76,2,S MARCOS
9108,41195225,-12.9435606,-38.4609233,736.71,1,BARREIRAS
9109,41490327,-12.9194285,-38.3610862,3621.6400000000003,2,MUSSURUNGA I
9110,41213370,-12.9777334,-38.501648,97.14,1,SUSSUARANA
9111,41603335,-12.9088313,-38.3061502,148.98,1,PR DO FLAMENGO
9112,41490422,-12.91674,-38.3642253,2441.4,3,MUSSURUNGA I
9113,40415320,-12.9777334,-38.501648,2088.55,2,BONFIM
9114,41213050,-12.9777334,-38.501648,90232.71,1,SUSSUARANA
9115,40484245,-12.9052624,-38.4709527,40.84,1,AT DO CABRITO
9116,40730440,-12.9777334,-38.501648,681.25,1,FAZ COUTOS
9117,41192150,-12.9777334,-38.501648,934.3199999999999,2,NARANDIBA
9118,41306805,-12.8493934,-38.4535581,107.38,2,NOVA BRASILIA DE VALERIA
9119,40140450,-12.9777334,-38.501648,1598.61,2,BARRA
9120,41500720,-12.9777334,-38.501648,695.09,1,S CRISTOVAO
9121,41905375,-13.0113242,-38.4781577,128.17,1,NORDESTE
9122,40313070,-12.9777334,-38.501648,43.51,1,CIDADE NOVA
9123,40221100,-13.0013479,-38.4971299,613.4300000000001,3,ENGENHO VELHO DA FEDERACAO
9124,41610205,-12.9357659,-38.361186,287.04,3,ITAPUA
9125,41338390,-12.9777334,-38.501648,267.4,2,CAJAZEIRAS
9126,40230042,-12.9931224,-38.5037509,87.34,1,FEDERACAO
9127,40313460,-12.9777334,-38.501648,998.78,5,CIDADE NOVA
9128,41250375,-12.9777334,-38.501648,96.07,1,S MARCOS
9129,40411540,-12.9777334,-38.501648,5793.18,1,CALCADA
9130,40750200,-12.9777334,-38.501648,1104.72,2,COUTOS
9131,41100231,-12.9777334,-38.501648,44.59,1,PERNAMBUES
9132,41200640,-12.9777334,-38.501648,249.81,1,ENGOMADEIRA
9133,41100279,-12.971383,-38.4564864,190.57,1,PERNAMBUES
9134,41280154,-12.9777334,-38.501648,414.08,3,MAL RONDON
9135,40250730,-12.9777334,-38.501648,374.73,2,COSME DE FARIAS
9136,41185215,-12.9506153,-38.46124,74.88,1,S GONCALO
9137,40220865,-13.0030629,-38.4973931,26860.55,4,ENGENHO VELHO DA FEDERACAO
9138,41307315,-12.8473608,-38.4480198,160.57999999999998,2,NOVA BRASILIA DE VALERIA
9139,41215830,-12.9777334,-38.501648,96.79,1,SUSSUARANA
9140,40243450,-12.9777334,-38.501648,611.1700000000001,2,ENGENHO VELHO DE BROTAS
9141,41342426,-12.9277221,-38.4933559,56.54,1,CAJAZEIRAS
9142,41190220,-12.9777334,-38.501648,2937.46,2,S GONCALO
9143,40210670,-12.9777334,-38.501648,630.5,1,FEDERACAO
9144,40301300,-12.9645882,-38.5041263,21612.65,6,STO ANTONIO
9145,40800720,-12.9777334,-38.501648,2499.88,3,PARIPE
9146,40226600,-12.9777334,-38.501648,1335.78,3,AT DAS POMBAS
9147,41610560,-12.9777334,-38.501648,11.4,1,ITAPUA
9148,41900345,-13.009845,-38.4661481,3310.9900000000002,3,AMARALINA
9149,40810745,-12.8293512,-38.4785857,1264.58,2,PARIPE
9150,41400055,-12.8386233,-38.37851089999999,323.87,1,CEASA
9151,41340720,-12.9777334,-38.501648,156.78,1,CAJAZEIRAS
9152,41207360,-12.9777334,-38.501648,297.0,3,TANCREDO NEVES
9153,40760570,-12.9777334,-38.501648,187.51,1,COUTOS
9154,40451050,-12.9777334,-38.501648,1791.77,2,URUGUAI
9155,41620415,-12.9532607,-38.3598958,303.71,2,ITAPUA
9156,40226510,-13.0001047,-38.5144217,1481.52,2,AT DAS POMBAS
9157,41490414,-12.9777334,-38.501648,1226.1299999999999,2,MUSSURUNGA I
9158,41320375,-12.9005665,-38.4288814,5609.12,2,CASTELO BRANCO
9159,41620340,-12.9777334,-38.501648,15874.560000000001,3,ITAPUA
9160,41230420,-12.9777334,-38.501648,978.86,1,JD CAJAZEIRAS
9161,41321510,-12.9073557,-38.4223781,70.84,1,CASTELO BRANCO
9162,41720160,-12.9777334,-38.501648,4755.99,2,IMBUI
9163,40414010,-12.9373423,-38.5074787,1029.46,1,BOA VIAGEM
9164,41390045,-12.910208,-38.4438579,367.48,1,VL CANARIA
9165,41830910,-12.9777334,-38.501648,1630.81,1,PITUBA
9166,40240398,-12.9836592,-38.5014791,11962.72,1,ENGENHO VELHO DE BROTAS
9167,40350240,-12.9777334,-38.501648,16893.09,3,FAZ GRANDE DO RETIRO
9168,41925635,-13.0034179,-38.4749144,50.01,1,STA CRUZ
9169,40436380,-12.9777334,-38.501648,1167.71,1,MASSARANDUBA
9170,41510200,-12.9777334,-38.501648,191.73,2,S CRISTOVAO
9171,40349760,-12.9777334,-38.501648,7446.99,1,AT DO PERU
9172,41611040,-12.9777334,-38.501648,731.47,2,NOVA BRASILIA DE ITAPUA
9173,41180490,-12.9582802,-38.4465815,1030.5,2,SABOEIRO
9174,41342800,-12.9777334,-38.501648,1207.26,2,CAJAZEIRAS
9175,40323295,-12.9532239,-38.4811431,8329.789999999999,4,IAPI
9176,40100590,-12.9777334,-38.501648,480.5,1,GARCIA
9177,41250350,-12.9777334,-38.501648,2574.08,1,S MARCOS
9178,41385755,-12.9102309,-38.42509099999999,9590.32,1,SETE DE ABRIL
9179,41250560,-12.9777334,-38.501648,1070.14,3,S MARCOS
9180,41905540,-12.9777334,-38.501648,711.4,2,NORDESTE
9181,41190100,-12.9487041,-38.4651134,131.16,1,S GONCALO
9182,40279230,-12.9777334,-38.501648,127.88,1,PRQ BELA VISTA
9183,41815205,-12.9920094,-38.4720963,1652.93,1,ITAIGARA
9184,41390220,-12.9777334,-38.501648,172.51,2,VL CANARIA
9185,41905770,-12.9777334,-38.501648,178.88,1,NORDESTE
9186,40415035,-12.9212357,-38.5028692,2249.01,2,BONFIM
9187,40450195,-12.9385206,-38.5021524,873.25,1,URUGUAI
9188,41190260,-12.9777334,-38.501648,1960.8600000000001,4,S GONCALO
9189,41342405,-12.9036116,-38.4018685,73.61,1,CAJAZEIRAS
9190,40352463,-12.9387691,-38.47614890000001,1577.93,1,FAZ GRANDE DO RETIRO
9191,41320540,-12.9777334,-38.501648,300.8,1,CASTELO BRANCO
9192,40830478,-12.8442103,-38.4643296,57.96,1,PARIPE
9193,41100745,-12.9746091,-38.4687393,19314.63,2,PERNAMBUES
9194,41385870,-12.9777334,-38.501648,61.02,1,SETE DE ABRIL
9195,41390020,-12.9777334,-38.501648,110.96,1,VL CANARIA
9196,41181080,-12.9777334,-38.501648,7553.29,1,CABULA VI
9197,41253205,-12.9277607,-38.431585,193.51999999999998,3,S MARCOS
9198,40323260,-12.9777334,-38.501648,1372.65,3,IAPI
9199,40390555,-12.9350944,-38.4733285,12411.449999999999,3,S CAETANO
9200,40060355,-12.9856832,-38.5194857,1338.81,1,DOIS DE JULHO
9201,40353475,-12.944028,-38.4712721,1287.86,2,FAZ GRANDE DO RETIRO
9202,41310800,-12.9777334,-38.501648,1394.76,3,AGUAS CLARAS
9203,40484145,-12.9067572,-38.4745508,40148.47,1,AT DO CABRITO
9204,40436270,-12.9777334,-38.501648,44.0,1,MASSARANDUBA
9205,41480065,-12.9179482,-38.3730957,7927.44,1,MUSSURUNGA II
9206,40484350,-12.9777334,-38.501648,47.08,1,AT DO CABRITO
9207,41630560,-12.9777334,-38.501648,5700.7,2,ITAPUA
9208,41310670,-12.9777334,-38.501648,1589.0300000000002,4,AGUAS CLARAS
9209,41194000,-12.9777334,-38.501648,1639.7900000000002,2,DORON
9210,40255405,-12.9702418,-38.497325,1176.73,1,MATATU
9211,41510590,-12.9141673,-38.3473523,1574.23,1,S CRISTOVAO
9212,41250401,-12.9777334,-38.501648,502.48,1,S MARCOS
9213,40320220,-12.9777334,-38.501648,559.49,1,CAIXA D AGUA
9214,41253240,-12.9777334,-38.501648,2833.39,1,S MARCOS
9215,40720072,-12.8715266,-38.4664279,44.28,1,PERIPERI
9216,40391202,-12.9596279,-38.4834209,338.17,1,S CAETANO
9217,41338260,-12.9777334,-38.501648,5460.55,4,CAJAZEIRAS
9218,41740509,-12.9685068,-38.4130878,536.54,2,PITUACU
9219,41211080,-12.9777334,-38.501648,1035.7,1,ARENOSO
9220,41388030,-12.9777334,-38.501648,7017.85,2,NOVO MAROTINHO
9221,41740400,-12.9777334,-38.501648,3540.85,1,PITUACU
9222,41204023,-12.945283,-38.4647026,940.94,2,ARRAIAL DO RETIRO
9223,41204165,-12.943742,-38.4693032,971.19,2,ARRAIAL DO RETIRO
9224,40470190,-12.9777334,-38.501648,97.28,1,LOBATO
9225,41905380,-12.9777334,-38.501648,4554.63,1,NORDESTE
9226,41215090,-12.9345698,-38.4356126,2924.3700000000003,4,SUSSUARANA
9227,41180345,-12.9631346,-38.4466256,1988.5900000000001,3,SABOEIRO
9228,41770400,-12.9777334,-38.501648,800.87,2,STIEP
9229,40435315,-12.9237941,-38.4978796,281.95,1,MASSARANDUBA
9230,40350380,-12.9777334,-38.501648,8153.34,2,FAZ GRANDE DO RETIRO
9231,41925155,-13.0039226,-38.4792428,827.6800000000001,2,STA CRUZ
9232,40421260,-12.9777334,-38.501648,943.26,1,RIBEIRA
9233,41338010,-12.9777334,-38.501648,259.03,1,CAJAZEIRAS
9234,41231080,-12.9777334,-38.501648,2327.38,1,JD STO INACIO
9235,41343300,-12.9777334,-38.501648,6276.24,2,CAJAZEIRAS
9236,40255270,-12.9777334,-38.501648,3435.25,3,MATATU
9237,41490166,-12.917277,-38.3619535,384.56,1,MUSSURUNGA I
9238,41350410,-12.9777334,-38.501648,580.02,1,NOVA BRASILIA
9239,40760100,-12.9777334,-38.501648,1211.82,2,COUTOS
9240,41640470,-12.9777334,-38.501648,7591.38,1,ITAPUA
9241,40450715,-12.9389325,-38.4940262,81.28,1,URUGUAI
9242,41110205,-12.9714937,-38.46068030000001,57.6,1,PERNAMBUES
9243,41218095,-12.9365906,-38.4393934,784.47,1,NOVO HORIZONTE
9244,41218055,-12.9406166,-38.4384403,1643.81,1,NOVO HORIZONTE
9245,41830230,-12.9777334,-38.501648,4354.59,4,PITUBA
9246,40391270,-12.9777334,-38.501648,64.97,1,S CAETANO
9247,40425100,-12.9777334,-38.501648,627.79,2,MTE SERRAT
9248,40340700,-12.9777334,-38.501648,500.53,1,IAPI
9249,41385840,-12.9777334,-38.501648,61.62,1,SETE DE ABRIL
9250,40349300,-12.9777334,-38.501648,546.78,1,AT DO PERU
9251,40323690,-12.9777334,-38.501648,339.08,1,IAPI
9252,40230055,-12.9946244,-38.49805,336.0,2,FEDERACAO
9253,41307160,-12.9777334,-38.501648,85.37,2,NOVA BRASILIA DE VALERIA
9254,41231020,-12.9777334,-38.501648,3052.72,1,JD STO INACIO
9255,40435810,-12.9255901,-38.497754,1601.09,2,MASSARANDUBA
9256,41211527,-12.9469748,-38.4410158,16.66,1,ARENOSO
9257,41285100,-12.9777334,-38.501648,273.82,2,MAL RONDON
9258,40450370,-12.9777334,-38.501648,2073.92,3,URUGUAI
9259,40713820,-12.9777334,-38.501648,10306.74,1,ITACARANHA
9260,40355130,-12.9777334,-38.501648,89.59,1,FAZ GRANDE DO RETIRO
9261,41650700,-12.9777334,-38.501648,3487.82,1,PIATA
9262,40717282,-12.8899086,-38.4801279,562.45,1,PLATAFORMA
9263,40310185,-12.9630365,-38.4822819,498.57,2,PAU MIUDO
9264,41270284,-12.9777334,-38.501648,1124.58,2,CAMPINAS DE PIRAJA
9265,41280180,-12.9777334,-38.501648,21022.89,3,MAL RONDON
9266,40430390,-12.9307644,-38.4994906,1404.2,1,VL RUY BARBOSA
9267,40253190,-12.9777334,-38.501648,560.5300000000001,2,COSME DE FARIAS
9268,41510838,-12.9038989,-38.3714903,290.69,2,S CRISTOVAO
9269,40275210,-12.9834641,-38.4789143,777.44,1,CAMPINAS DE BROTAS
9270,40220020,-12.9777334,-38.501648,355.96,1,ENGENHO VELHO DA FEDERACAO
9271,41225795,-12.935618,-38.4668457,444.77,1,MATA ESCURA
9272,40330645,-12.955929,-38.4811027,256.32,1,IAPI
9273,41320377,-12.9005528,-38.42887899999999,120.01,1,CASTELO BRANCO
9274,40327180,-12.9777334,-38.501648,201.54,1,LIBERDADE
9275,40393200,-12.9777334,-38.501648,491.38,1,CAPELINHA
9276,41231325,-12.9325249,-38.4632023,660.01,1,JD STO INACIO
9277,40260405,-12.9741717,-38.4849102,712.75,1,LUIZ ANSELMO
9278,40296490,-12.9777334,-38.501648,824.56,1,CANDEAL
9279,41295090,-12.9777334,-38.501648,449.25,1,PIRAJA
9280,40310490,-12.9609726,-38.47920200000001,2223.97,5,PAU MIUDO
9281,41230306,-12.9174146,-38.4520884,100.25,1,JD CAJAZEIRAS
9282,41275206,-12.9255764,-38.4720963,83.87,1,CAMPINAS DE PIRAJA
9283,40800740,-12.9777334,-38.501648,1974.57,2,PARIPE
9284,41480320,-12.9777334,-38.501648,1520.96,1,MUSSURUNGA II
9285,41211360,-12.9777334,-38.501648,35907.69,1,ARENOSO
9286,40353610,-12.9777334,-38.501648,135.75,1,FAZ GRANDE DO RETIRO
9287,41230318,-12.9161585,-38.4492552,529.97,1,JD CAJAZEIRAS
9288,41310875,-12.8928147,-38.4310954,6844.14,1,AGUAS CLARAS
9289,41262055,-12.9372454,-38.4128664,2868.61,3,VL 2 DE JULHO
9290,40040040,-12.9777334,-38.501648,492.84,2,NAZARE
9291,40470300,-12.9777334,-38.501648,310.03,1,LOBATO
9292,41213600,-12.9777334,-38.501648,3456.54,2,SUSSUARANA
9293,41213415,-12.9376659,-38.4361879,338.54,1,SUSSUARANA
9294,40731625,-12.8494693,-38.4565685,177.07,1,FAZ COUTOS
9295,41505175,-12.8829922,-38.3871829,241.63,1,CASSANGE
9296,41253035,-12.9253547,-38.4410215,280.83,1,S MARCOS
9297,41180320,-12.9777334,-38.501648,5400.040000000001,4,SABOEIRO
9298,40436640,-12.9777334,-38.501648,19.81,1,MASSARANDUBA
9299,41235685,-12.9225076,-38.4445224,2941.88,1,PAU DA LIMA
9300,40730090,-12.848379,-38.4680709,565.6,3,FAZ COUTOS
9301,41342025,-12.8925631,-38.3949741,257.86,1,FAZ GRANDE II
9302,41218093,-12.9357367,-38.4404618,610.8,1,NOVO HORIZONTE
9303,40255030,-12.9777334,-38.501648,1856.02,2,MATATU
9304,41321005,-12.904728,-38.4308982,626.4399999999999,2,CASTELO BRANCO
9305,40323340,-12.9777334,-38.501648,153.85,1,IAPI
9306,41615215,-12.9777334,-38.501648,87.86,1,AT DO COQUEIRINHO
9307,41200405,-12.9465306,-38.4575488,114.02,1,ENGOMADEIRA
9308,41490396,-12.9119279,-38.36352309999999,161.01,1,MUSSURUNGA I
9309,40015020,-12.9777334,-38.501648,754.28,1,COMERCIO
9310,41334100,-12.9777334,-38.501648,566.63,1,CAJAZEIRAS IV
9311,41490195,-12.9197612,-38.3687491,114.38,1,MUSSURUNGA I
9312,40720381,-12.9777334,-38.501648,5314.72,1,PERIPERI
9313,40830435,-12.8424698,-38.4644561,31.26,1,PARIPE
9314,41300430,-12.9777334,-38.501648,322.98,1,VALERIA
9315,40015200,-12.9777334,-38.501648,5239.0199999999995,2,COMERCIO
9316,40221005,-13.0016651,-38.4973109,319.28,1,ENGENHO VELHO DA FEDERACAO
9317,41920340,-12.9777334,-38.501648,66.38,1,STA CRUZ
9318,40711124,-12.9777334,-38.501648,301.99,1,AT DA TEREZINHA
9319,40731515,-12.8475849,-38.4584584,230.56,1,FAZ COUTOS
9320,40717284,-12.9777334,-38.501648,341.61,1,PLATAFORMA
9321,40349415,-12.9377711,-38.4826226,152.43,1,AT DO PERU
9322,40430710,-12.9313433,-38.4962434,804.14,1,VL RUY BARBOSA
9323,41950870,-12.9777334,-38.501648,2236.91,1,RIO VERMELHO
9324,41205660,-12.9777334,-38.501648,385.4,1,TANCREDO NEVES
9325,40352455,-12.9356343,-38.4827215,173.19,1,FAZ GRANDE DO RETIRO
9326,41402030,-12.9777334,-38.501648,759.39,2,CEASA
9327,41218019,-12.9417348,-38.4400151,195.84,1,NOVO HORIZONTE
9328,40480040,-12.9777334,-38.501648,58.23,1,LOBATO
9329,41630437,-12.9777334,-38.501648,1191.6,2,ITAPUA
9330,40323370,-12.9777334,-38.501648,329.25,1,IAPI
9331,40221305,-12.9985929,-38.4929362,11543.47,1,ENGENHO VELHO DA FEDERACAO
9332,41330135,-12.9007342,-38.4137673,2891.42,1,CAJAZEIRAS
9333,41321875,-12.9050891,-38.4324892,115.81,1,CASTELO BRANCO
9334,40450240,-12.9777334,-38.501648,931.84,3,URUGUAI
9335,41905685,-13.0085218,-38.4733285,39.5,1,NORDESTE
9336,41298310,-12.8644527,-38.4381637,171.01,1,BOCA DA MATA DE VALERIA
9337,41349445,-12.9002533,-38.3864428,104.18,1,BOCA DA MATA
9338,40740590,-12.8627509,-38.4720802,520.32,1,PERIPERI
9339,40357110,-12.9466457,-38.4807127,854.61,1,FAZ GRANDE DO RETIRO
9340,41610335,-12.9369958,-38.366123,589.26,1,ITAPUA
9341,40355630,-12.9777334,-38.501648,98581.2,1,FAZ GRANDE DO RETIRO
9342,41301690,-12.9777334,-38.501648,443.42,1,VALERIA
9343,40720280,-12.9777334,-38.501648,908.19,1,PERIPERI
9344,41280120,-12.9777334,-38.501648,1935.06,1,MAL RONDON
9345,41215690,-12.9777334,-38.501648,1339.25,2,SUSSUARANA
9346,41195848,-12.946547,-38.454843,472.64,1,BARREIRAS
9347,40730030,-12.9777334,-38.501648,25142.41,2,FAZ COUTOS
9348,41490272,-12.9170084,-38.3664521,10986.35,1,MUSSURUNGA I
9349,41253015,-12.9256746,-38.4423521,213.52,1,S MARCOS
9350,41185500,-12.9777334,-38.501648,230.78,1,S GONCALO
9351,41745034,-12.9777334,-38.501648,3222.18,1,TROBOGY
9352,41830125,-13.0046436,-38.4615877,4878.54,2,PITUBA
9353,40715404,-12.9777334,-38.501648,559.0,1,RIO SENA
9354,40725778,-12.8744393,-38.4632249,512.42,1,PERIPERI
9355,41810720,-12.9777334,-38.501648,1210.16,2,PITUBA
9356,40320800,-12.9777334,-38.501648,983.1,1,CAIXA D AGUA
9357,40330060,-12.9777334,-38.501648,214.19,1,IAPI
9358,41306245,-12.8518655,-38.4377096,1167.71,1,NOVA BRASILIA DE VALERIA
9359,41490168,-12.9777334,-38.501648,1245.01,1,MUSSURUNGA I
9360,41385550,-12.9777334,-38.501648,124.95,1,SETE DE ABRIL
9361,41940630,-12.9777334,-38.501648,10960.42,3,RIO VERMELHO
9362,40730310,-12.849032,-38.4652594,5648.2300000000005,3,FAZ COUTOS
9363,40375420,-12.9777334,-38.501648,960.0,3,LIBERDADE
9364,41100285,-12.9757537,-38.4689746,66.47,1,PERNAMBUES
9365,41343110,-12.9777334,-38.501648,32.2,1,CAJAZEIRAS
9366,41320878,-12.9777334,-38.501648,92.21,1,CASTELO BRANCO
9367,41300280,-12.9777334,-38.501648,790.22,2,VALERIA
9368,40252470,-12.9777334,-38.501648,8177.7,2,COSME DE FARIAS
9369,40800013,-12.8418296,-38.4694675,1084.07,2,PARIPE
9370,41340270,-12.9777334,-38.501648,10676.42,1,CAJAZEIRAS X
9371,41205016,-12.9434712,-38.4490087,8876.630000000001,3,TANCREDO NEVES
9372,40320100,-12.9777334,-38.501648,377.31,2,CAIXA D AGUA
9373,40735625,-12.8661516,-38.4700426,1474.45,2,PERIPERI
9374,41342766,-12.9088135,-38.4117298,489.14,1,JAGUARIPE I
9375,41335390,-12.9777334,-38.501648,70.79,1,CAJAZEIRAS V
9376,41345186,-12.9777334,-38.501648,194.42,1,BOCA DA MATA
9377,41385075,-12.88727,-38.4694059,2940.66,1,SETE DE ABRIL
9378,41770705,-12.9858494,-38.44605800000001,4448.74,1,STIEP
9379,41480050,-12.9777334,-38.501648,1006.21,1,MUSSURUNGA II
9380,41321590,-12.9777334,-38.501648,93.35,1,CASTELO BRANCO
9381,41770560,-12.9777334,-38.501648,310.83000000000004,2,STIEP
9382,40220530,-12.9777334,-38.501648,4802.26,3,ENGENHO VELHO DA FEDERACAO
9383,41235880,-12.9777334,-38.501648,683.73,1,PAU DA LIMA
9384,41100385,-12.9758965,-38.4684877,5728.77,1,PERNAMBUES
9385,40393850,-12.9777334,-38.501648,244.85000000000002,2,CAPELINHA
9386,41603260,-12.9777334,-38.501648,1167.71,1,PR DO FLAMENGO
9387,41515096,-12.9322152,-38.37829920000001,7119.7,1,BAIRRO DA PAZ
9388,40470120,-12.9777334,-38.501648,304.91,2,LOBATO
9389,40279060,-12.9777334,-38.501648,292.68,1,PRQ BELA VISTA
9390,41218127,-12.9405917,-38.4321,689.2,1,NOVO HORIZONTE
9391,40436870,-12.9777334,-38.501648,341.8,1,MASSARANDUBA
9392,40717586,-12.9001336,-38.48468039999999,2036.85,1,PLATAFORMA
9393,41235415,-12.9141654,-38.441448,100270.5,2,PAU DA LIMA
9394,41635050,-12.9777334,-38.501648,1413.67,2,ITAPUA
9395,41610220,-12.9777334,-38.501648,3426.8900000000003,3,ITAPUA
9396,41290223,-12.9016481,-38.45928,10.44,1,PIRAJA
9397,41295705,-12.9050159,-38.4607619,76.85,1,PIRAJA
9398,41343060,-12.9777334,-38.501648,5375.5,2,BOCA DA MATA
9399,41291150,-12.9777334,-38.501648,218.98,1,PIRAJA
9400,40717296,-12.891531,-38.4795714,67.34,1,PLATAFORMA
9401,40375120,-12.9777334,-38.501648,1799.4899999999998,2,LIBERDADE
9402,41490368,-12.9777334,-38.501648,3427.87,2,MUSSURUNGA I
9403,41635470,-12.9777334,-38.501648,5753.3099999999995,2,ITAPUA
9404,41925515,-13.0018502,-38.4762036,454.67,1,STA CRUZ
9405,41337110,-12.887983,-38.4265707,6528.11,2,CAJAZEIRAS
9406,41349415,-12.9000286,-38.3875988,89.92,1,BOCA DA MATA
9407,41710840,-12.9777334,-38.501648,118.67,1,BOCA DO RIO
9408,40353360,-12.9777334,-38.501648,1524.4,3,FAZ GRANDE DO RETIRO
9409,41110700,-12.9777334,-38.501648,693.07,1,PERNAMBUES
9410,41275500,-12.9777334,-38.501648,369.39,1,CAMPINAS DE PIRAJA
9411,41207480,-12.9777334,-38.501648,195.6,1,TANCREDO NEVES
9412,40731050,-12.9777334,-38.501648,359.45,3,FAZ COUTOS
9413,40391300,-12.9777334,-38.501648,813.51,2,S CAETANO
